"","DJIA","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
"2011",0.0250%,0.0574%,-0.0046%,0.0828%,0.0668%,0.3105%,0.0225%,0.0050%,0.0111%,0.0438%,0.0277%,0.0084%,0.0169%,0.0744%,-0.2137%,0.1699%,-0.0471%,0.0230%,0.0413%,0.1195%,-0.0291%,0.0480%,0.0187%,0.0718%,0.0231%,0.0956%,0.0555%,0.0356%,0.0576%,0.0645%,0.1178%
