"","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
"2011",1.1959,1.7873,1.2311,0.6708,2.0138,1.2597,1.5732,1.1504,1.1320,0.6649,1.3030,1.0554,1.2451,1.2830,0.9358,0.9426,0.8697,0.6623,1.5900,0.5686,0.8471,0.8887,0.9087,0.5334,1.0526,1.2108,1.0763,0.6686,0.5414,1.2549
