"DJIA","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
0.007369,0.008946,0.017288,0.012653,0.008730,0.024459,0.011701,0.016351,0.010959,0.016230,0.008142,0.012391,0.009310,0.011714,0.022407,0.011797,0.013363,0.010138,0.006077,0.017785,0.008792,0.009740,0.012951,0.008063,0.008287,0.010295,0.012202,0.013273,0.008919,0.010273,0.011291
