"MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
1.035006,1.721442,1.193336,0.683866,2.127063,1.123339,1.633492,1.172381,1.128570,0.765689,1.273870,1.042423,1.264405,1.583276,0.957802,1.202383,0.991137,0.540082,1.548189,0.623627,0.725588,1.220166,0.613441,0.569024,0.908939,1.291661,0.718437,0.619002,0.480039,0.994496
