"","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
"2011",0.03154%,-0.04762%,0.05299%,0.04967%,0.25739%,-0.00552%,-0.03578%,-0.01814%,0.01563%,0.00857%,-0.02341%,-0.00910%,0.04276%,-0.25325%,0.14596%,-0.07718%,-0.00176%,0.02782%,0.08087%,-0.04471%,0.02987%,-0.01178%,0.05650%,0.00885%,0.07292%,0.02326%,0.01762%,0.04214%,0.05254%,0.09299%
