"DJIA","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
0.000250,0.000574,-0.000046,0.000828,0.000668,0.003105,0.000225,0.000050,0.000111,0.000438,0.000277,0.000084,0.000169,0.000744,-0.002137,0.001699,-0.000471,0.000230,0.000413,0.001195,-0.000291,0.000480,0.000187,0.000718,0.000231,0.000956,0.000555,0.000356,0.000576,0.000645,0.001178
