"DJIA","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
0.000270,0.000019,-0.001995,0.000579,0.000370,-0.003041,0.000677,0.000198,0.000858,-0.000207,0.000453,-0.000036,0.000732,0.000242,-0.001616,0.000948,0.000889,0.001046,0.000373,-0.000668,0.001251,0.000464,-0.000086,0.001089,0.000290,0.000495,-0.000063,0.001482,0.000668,0.000525,0.000221
