"","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
"2011",-0.0003,-0.0025,0.0002,0.0002,-0.0036,0.0003,-0.0002,0.0005,-0.0005,0.0003,-0.0004,0.0004,-0.0001,-0.0020,0.0007,0.0006,0.0008,0.0002,-0.0011,0.0011,0.0002,-0.0003,0.0008,0.0001,0.0002,-0.0004,0.0012,0.0005,0.0004,-0.0001
