"","DJIA","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
"2011",1.3233%,1.7589%,2.7061%,1.9175%,1.1451%,3.6266%,1.9154%,2.3499%,1.7401%,2.2146%,1.1004%,1.9291%,1.5936%,1.9267%,2.5502%,1.6475%,1.7176%,1.4096%,1.0872%,2.5442%,1.0579%,1.4127%,1.4766%,1.5314%,0.9455%,1.7211%,1.7468%,1.9504%,1.2124%,1.0435%,1.9366%
